address	name	area	source	profile	compiler	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations
0x00193dbc	gzwrite	zlib	src/zlib/gzio_recovered.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	gzwrite_00193dbc	208	exact-next-boundary	MATCH	0	False	True	
0x00193f08	gzputc	zlib	src/zlib/gzio_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gzputc_00193f08	60	exact-next-boundary	MATCH	0	False	True	
0x001940ac	gzflush	zlib	src/zlib/gzio_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gzflush_001940ac	64	exact-next-boundary	MATCH	0	False	True	
0x00194378	gztell	zlib	src/zlib/gzio_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gztell_00194378	32	exact-next-boundary	MATCH	0	False	True	
0x00194398	gzeof	zlib	src/zlib/gzio_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gzeof_00194398	40	exact-next-boundary	MATCH	0	True	True	
0x001943c0	putLong	zlib	src/zlib/gzio_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	putLong_001943c0	92	exact-next-boundary	MATCH	0	False	True	
0x00194498	gzclose	zlib	src/zlib/gzio_recovered.c	sdk-o2-no-align-jumps	ee-gcc-3.2.2-stage1-3.2.2	gzclose_00194498	116	exact-next-boundary	MATCH	0	False	True	
0x0019532c	inflate_blocks_sync_point	zlib	src/zlib/infblock_frontend_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	inflate_blocks_sync_point_recovered	16	exact-next-boundary	MATCH	0	True	True	
0x0019533c	inflate_codes_new	zlib	src/zlib/infcodes_recovered.c	sdk-o3	ee-gcc-3.2.2-stage1-3.2.2	inflate_codes_new_recovered	112	exact-next-boundary	MATCH	0	True	True	
0x00196980	tr_static_init	zlib	src/zlib/trees_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	tr_static_init	8	exact-next-boundary	MATCH	0	True	True	
0x00196988	_tr_init	zlib	src/zlib/trees_recovered.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	_tr_init_recovered	120	exact-next-boundary	MATCH	0	False	True	
0x00198aa4	zcfree	zlib	src/zlib/zutil_adler_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	zcfree_00198aa4	28	exact-next-boundary	MATCH	0	False	True	
0x00198d38	gsDriver_dtor_A	gslib	src/ps2/gsdriver_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsDriver_dtor_00198d38	28	object-layout-gap:0x4	MATCH	0	False	True	
0x00198d58	gsDriver_dtor_B	gslib	src/ps2/gsdriver_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsDriver_dtor_00198d58	28	object-layout-gap:0x4	MATCH	0	False	True	
0x001990f8	gsDriver_clearScreen	gslib	src/ps2/gsdriver_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsDriver_clearScreen_001990f8	100	object-layout-gap:0x4	MATCH	0	False	True	
0x00199178	gsDriver_getFrameBufferBase	gslib	src/ps2/gsdriver_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsDriver_getFrameBufferBase_00199178	28	object-layout-gap:0x4	MATCH	0	True	True	
0x00199198	gsDriver_getTextureBufferBase	gslib	src/ps2/gsdriver_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsDriver_getTextureBufferBase_00199198	8	exact-next-boundary	MATCH	0	True	True	
0x001991a0	gsDriver_getCurrentDisplayBuffer	gslib	src/ps2/gsdriver_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsDriver_getCurrentDisplayBuffer_001991a0	8	exact-next-boundary	MATCH	0	True	True	
0x001991a8	gsDriver_getCurrentDrawBuffer	gslib	src/ps2/gsdriver_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsDriver_getCurrentDrawBuffer_001991a8	8	exact-next-boundary	MATCH	0	True	True	
0x001991b0	gsDriver_swapBuffers	gslib	src/ps2/gsdriver_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsDriver_swapBuffers_001991b0	52	object-layout-gap:0x4	MATCH	0	False	True	
0x001991e8	gsDriver_isDrawBufferAvailable	gslib	src/ps2/gsdriver_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsDriver_isDrawBufferAvailable_001991e8	12	object-layout-gap:0x4	MATCH	0	True	True	
0x001991f8	gsDriver_isDisplayBufferAvailable	gslib	src/ps2/gsdriver_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsDriver_isDisplayBufferAvailable_001991f8	12	object-layout-gap:0x4	MATCH	0	True	True	
0x00199208	gsDriver_setNextDrawBuffer	gslib	src/ps2/gsdriver_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsDriver_setNextDrawBuffer_00199208	92	object-layout-gap:0x4	MATCH	0	False	True	
0x00199290	gsDriver_DisplayNextFrame	gslib	src/ps2/gsdriver_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsDriver_DisplayNextFrame_00199290	104	exact-next-boundary	MATCH	0	False	True	
0x00199700	gsPipe_copy_ctor_A	gslib	src/ps2/gspipe_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsPipe_copy_ctor_00199700	28	object-layout-gap:0x4	MATCH	0	False	True	
0x00199720	gsPipe_copy_ctor_B	gslib	src/ps2/gspipe_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsPipe_copy_ctor_00199720	28	object-layout-gap:0x4	MATCH	0	False	True	
0x00199830	gsPipe_getPipeSize	gslib	src/ps2/gs_fifo_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsPipe_getPipeSize_00199830	8	exact-next-boundary	MATCH	0	True	True	
0x00199848	gsPipe_ReInit	gslib	src/ps2/gspipe_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsPipe_ReInit_00199848	76	jr-ra+nop-padding:0x4	MATCH	0	False	True	
0x00199898	gsPipe_getBytesLeft	gslib	src/ps2/gs_fifo_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsPipe_getBytesLeft_00199898	28	object-layout-gap:0x4	MATCH	0	True	True	
0x001998b8	gsPipe_FlushCheck	gslib	src/ps2/gs_fifo_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsPipe_FlushCheck_001998b8	64	exact-next-boundary	MATCH	0	False	True	
0x0019a580	gsPipe_setFilterMethod	gslib	src/ps2/gspipe_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	gsPipe_setFilterMethod_0019a580	8	exact-next-boundary	MATCH	0	True	True	
0x0019bf00	CDVD_DiskReady	cdvd	matching/candidates/cdvd_rpc.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	CDVD_DiskReady	112	exact-next-boundary	MATCH	0	False	True	
0x0019c0d0	CDVD_Stop	cdvd	matching/candidates/cdvd_rpc.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	CDVD_Stop	88	exact-next-boundary	MATCH	0	False	True	
0x0019c128	CDVD_TrayReq	cdvd	matching/candidates/cdvd_rpc.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	CDVD_TrayReq	104	exact-next-boundary	MATCH	0	False	True	
0x0019c190	CDVD_getdir	cdvd	matching/candidates/cdvd_rpc.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	CDVD_getdir	284	exact-next-boundary	MATCH	0	False	True	
0x0019c2ac	CDVD_FlushCache	cdvd	matching/candidates/cdvd_rpc.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	CDVD_FlushCache	88	exact-next-boundary	MATCH	0	False	True	
0x0019c304	CDVD_GetSize	cdvd	matching/candidates/cdvd_rpc.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	CDVD_GetSize	96	exact-next-boundary	MATCH	0	False	True	
0x0019c688	SifBindRpc	sifrpc	src/ps2/sifrpc_recovered.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	SifBindRpc_0019c688	296	exact-next-boundary	MATCH	0	False	True	
0x0019c7b0	SifCallRpc	sifrpc	src/ps2/sifrpc_recovered.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	SifCallRpc_0019c7b0	432	exact-next-boundary	MATCH	0	False	True	
0x0019c960	rpc_packet_free	sifrpc	src/ps2/sifrpc_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	rpc_packet_free_0019c960	24	exact-next-boundary	MATCH	0	True	True	
0x0019c978	_request_end	sifrpc	src/ps2/sifrpc_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	request_end_0019c978	148	exact-next-boundary	MATCH	0	False	True	
0x0019ca0c	search_svdata	sifrpc	src/ps2/sifrpc_recovered.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	search_svdata_0019ca0c	72	exact-next-boundary	MATCH	0	True	True	
0x0019cb08	_request_call	sifrpc	src/ps2/sifrpc_recovered.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	request_call_0019cb08	160	exact-next-boundary	MATCH	0	False	True	
0x0019cd4c	SifExitRpc	sifrpc	src/ps2/sifrpc_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	SifExitRpc_0019cd4c	36	exact-next-boundary	MATCH	0	False	True	
0x0019ce2c	_rpc_get_fpacket	sifrpc	src/ps2/sifrpc_recovered.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	rpc_get_fpacket_0019ce2c	48	jr-ra+nop-padding:0x4	MATCH	0	True	True	
0x0019cfc0	fioOpen	fileio	src/ps2/fileio_recovered.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	fioOpen_0019cfc0	208	exact-next-boundary	MATCH	0	False	True	
0x0019d090	fioClose	fileio	src/ps2/fileio_recovered.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	fioClose_0019d090	144	exact-next-boundary	MATCH	0	False	True	
0x0019d120	fioRead	fileio	src/ps2/fileio_recovered.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	fioRead_0019d120	292	exact-next-boundary	MATCH	0	False	True	
0x0019d360	fioLseek	fileio	src/ps2/fileio_recovered.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	fioLseek_0019d360	176	exact-next-boundary	MATCH	0	False	True	
0x0019d534	fioPutc	fileio	src/ps2/fileio_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	fioPutc_0019d534	36	exact-next-boundary	MATCH	0	False	True	
0x0019d600	SifLoadModule	loadfile	src/ps2/loadfile_iop_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	SifLoadModule_0019d600	32	exact-next-boundary	MATCH	0	False	True	
0x0019d620	SifLoadModuleBuffer	loadfile	src/ps2/loadfile_iop_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	SifLoadModuleBuffer_0019d620	28	exact-next-boundary	MATCH	0	False	True	
0x0019e274	snprintf_room_check	stdio	src/ps2/stdio_wrappers_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	ps2lib_snprintf_room_0019e274	20	exact-next-boundary	MATCH	0	True	True	
0x0019eaa4	strrchr	libc	src/ps2/libc_text_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	strrchr_0019eaa4	84	exact-next-boundary	MATCH	0	False	True	
0x0019edac	tolower	ctype	src/ps2/libc_text_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	tolower_0019edac	48	exact-next-boundary	MATCH	0	False	True	
0x0019eddc	toupper	ctype	src/ps2/libc_text_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	toupper_0019eddc	48	exact-next-boundary	MATCH	0	False	True	
0x0019eefc	isgraph	ctype	src/ps2/libc_text_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	isgraph_0019eefc	64	exact-next-boundary	MATCH	0	False	True	
0x0019ef3c	isprint	ctype	src/ps2/libc_text_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	isprint_0019ef3c	32	exact-next-boundary	MATCH	0	False	True	
0x0019ef5c	ispunct	ctype	src/ps2/libc_text_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	ispunct_0019ef5c	80	exact-next-boundary	MATCH	0	False	True	
0x0019efac	isspace	ctype	src/ps2/libc_text_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	isspace_0019efac	32	exact-next-boundary	MATCH	0	True	True	
0x0019f264	SifSendCmd	sifcmd	src/ps2/sifcmd_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	SifSendCmd_0019f264	60	exact-next-boundary	MATCH	0	False	True	
0x0019f2a0	iSifSendCmd	sifcmd	src/ps2/sifcmd_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	iSifSendCmd_0019f2a0	60	exact-next-boundary	MATCH	0	False	True	
0x0019f2dc	change_addr	sifcmd	src/ps2/sifcmd_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	change_addr_0019f2dc	12	exact-next-boundary	MATCH	0	True	True	
0x0019f510	SifExitCmd	sifcmd	src/ps2/sifcmd_recovered.c	sdk-os	ee-gcc-3.2.2-stage1-3.2.2	SifExitCmd_0019f510	52	exact-next-boundary	MATCH	0	False	True	
0x0019faa8	vprintf	libkernel	src/ps2/stdio_wrappers_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	vprintf_recovered	88	exact-next-boundary	MATCH	0	False	True	
0x001a10d0	mcMkDir	libmc	src/ps2/libmc_recovered.c	sdk-o2	ee-gcc-3.2.2-stage1-3.2.2	mcMkDir_001a10d0	44	exact-next-boundary	MATCH	0	False	True	
