symbol	category	provider_kind	owner	resolution_gate	requesters
UNK_00420000	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_001baf10	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_001bb340	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00335938	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0033593a	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00335946	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00335948	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0033594a	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0033594c	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00340f94	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00340f96	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0034139e	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003413a0	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003413b0	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003413b2	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003413b4	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003413b6	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00341468	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0034146a	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0034146c	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0034146e	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003414c6	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003414c8	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003414ca	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003415bc	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003415be	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003415c0	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00341612	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00341620	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00341622	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00341624	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00342a84	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00345388	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003453a8	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003453b0	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_003454d8	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0035b74c	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0035b752	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0035b75a	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0035b760	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0035b7b0	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0035bfec	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0035c29c	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0035d4d0	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_0041350d	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00413511	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00413518	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00413540	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
_DAT_00423554	target-address-data	program-data	reserved:target-data.o	program-data	ps2/progress28_structural_lift_recovered.o
__ashlti3	compiler-runtime	historical-archive	libgcc	archive-identity	ps2/progress28_structural_lift_recovered.o
__fixunssfdi	compiler-runtime	historical-archive	libgcc	archive-identity	ps2/libgcc_runtime_recovered.o;ps2/progress28_structural_lift_recovered.o
__floatdisf	compiler-runtime	historical-archive	libgcc	archive-identity	ps2/libgcc_runtime_recovered.o;ps2/progress28_structural_lift_recovered.o
__lshrti3	compiler-runtime	historical-archive	libgcc	archive-identity	ps2/progress28_structural_lift_recovered.o
__muldi3	compiler-runtime	historical-archive	libgcc	archive-identity	ps2/address_leaf_recovered.o;ps2/libc_misc_recovered.o;ps2/progress13_cpp_personality_recovered.o;ps2/progress28_structural_lift_recovered.o;ps2/small_dispatch_recovered.o;snes9x/progress13_runtime_more_recovered.o;zlib/trees_recovered.o
__udivdi3	compiler-runtime	historical-archive	libgcc	archive-identity	ps2/progress28_structural_lift_recovered.o;ps2/ps2lib_formatter_recovered.o;snes9x/progress13_runtime_more_recovered.o
__umoddi3	compiler-runtime	historical-archive	libgcc	archive-identity	ps2/progress28_structural_lift_recovered.o;ps2/ps2lib_formatter_recovered.o;zlib/zutil_adler_recovered.o
_auStack_10e4	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
abort	c-runtime	historical-archive	newlib/libc	archive-identity	ps2/gcc_fde_runtime_recovered.o;ps2/gcc_unwind_pe_recovered.o
bRam0042c800	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
bRam0042c801	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
bRam0042e888	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
cRam00426e2a	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
cRam00447700	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
cRam1fc7ff52	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
calloc	c-runtime	historical-archive	newlib/libc	archive-identity	zlib/zutil_adler_recovered.o
cosf	named-external	link-contract	reserved:link-contract	link-identity	snes9x/progress13_core_helpers_recovered.o
crc_table_001c8a80	named-external	link-contract	reserved:link-contract	link-identity	zlib/crc32_recovered.o
deflateEnd_00191308	zlib-peer	source-or-archive	zlib object family	link-identity	zlib/deflate_state_recovered.o;zlib/zlib_buffer_api_recovered.o
deflateInit2__001908ec	zlib-peer	source-or-archive	zlib object family	link-identity	zlib/zlib_buffer_api_recovered.o
deflateReset_00190d10	zlib-peer	source-or-archive	zlib object family	link-identity	zlib/deflate_state_recovered.o
embedded_amigamod_irx	embedded-binary	private-asset	reserved:embedded-assets.o	program-data	app/main_bootstrap.o
embedded_amigamod_irx_size	embedded-binary	private-asset	reserved:embedded-assets.o	program-data	app/main_bootstrap.o
embedded_cdvd_irx	embedded-binary	private-asset	reserved:embedded-assets.o	program-data	app/main_bootstrap.o
embedded_cdvd_irx_size	embedded-binary	private-asset	reserved:embedded-assets.o	program-data	app/main_bootstrap.o
embedded_credits_bytes	embedded-binary	private-asset	reserved:embedded-assets.o	program-data	app/main_flow_recovered.o
embedded_credits_xor	embedded-binary	private-asset	reserved:embedded-assets.o	program-data	app/main_flow_recovered.o
embedded_disclaimer_bytes	embedded-binary	private-asset	reserved:embedded-assets.o	program-data	app/main_flow_recovered.o
embedded_disclaimer_xor	embedded-binary	private-asset	reserved:embedded-assets.o	program-data	app/main_flow_recovered.o
embedded_sjpcm_irx	embedded-binary	private-asset	reserved:embedded-assets.o	program-data	app/main_bootstrap.o
embedded_sjpcm_irx_size	embedded-binary	private-asset	reserved:embedded-assets.o	program-data	app/main_bootstrap.o
errno	named-external	link-contract	reserved:link-contract	link-identity	ps2/newlib_mathfp_recovered.o
exit_wrapper_0019c5cc	target-address-symbol	source-address-alias	src/ps2/libmtap_recovered.c;src/ps2/small_dispatch_recovered.c	link-identity	ps2/libmtap_recovered.o
fRam0042c804	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
fRam0042c808	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
fRam0042c80c	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
fRam0042c810	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
fRam0042c814	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
fRam0042c818	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
fRam0042c81c	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
fioClose_like	ps2-runtime	historical-archive	PS2SDK runtime archives	archive-identity	snes9x/sram_recovered.o;zlib/gzio_recovered.o
fioInit_recovered	ps2-runtime	historical-archive	PS2SDK runtime archives	archive-identity	ps2/fileio_recovered.o
fioOpen_like	ps2-runtime	historical-archive	PS2SDK runtime archives	archive-identity	snes9x/sram_recovered.o;zlib/gzio_recovered.o
fioPutc_like_0019d534	ps2-runtime	historical-archive	PS2SDK runtime archives	archive-identity	zlib/gzio_recovered.o
fioRead_like	ps2-runtime	historical-archive	PS2SDK runtime archives	archive-identity	snes9x/sram_recovered.o;zlib/gzio_recovered.o
fioSeek_like_0019d360	ps2-runtime	historical-archive	PS2SDK runtime archives	archive-identity	zlib/gzio_recovered.o
fioWrite_like	ps2-runtime	historical-archive	PS2SDK runtime archives	archive-identity	snes9x/sram_recovered.o;zlib/gzio_recovered.o
fixed_td_00425870	named-external	link-contract	reserved:link-contract	link-identity	zlib/inftrees_recovered.o
fixed_tl_00424870	named-external	link-contract	reserved:link-contract	link-identity	zlib/inftrees_recovered.o
free	c-runtime	historical-archive	newlib/libc	archive-identity	ps2/gcc_fde_runtime_recovered.o;ps2/libsupcxx_rtti_recovered.o;snes9x/apu_alloc_recovered.o;snes9x/memory_cleanup_recovered.o;unzip/explode_recovered.o;unzip/unzip_api_recovered.o;zlib/gzio_recovered.o;zlib/zutil_adler_recovered.o
free_like_0019e784	target-address-symbol	source-address-alias	src/ps2/gspipe_recovered.c;src/ps2/libkernel_heap_recovered.c;src/ps2/progress28_structural_lift_recovered.c	link-identity	ps2/gspipe_recovered.o
g_Memory	named-program-data	program-data	reserved:program-data.o	program-data	app/main_flow_recovered.o
g_Settings_blob	named-program-data	program-data	reserved:program-data.o	program-data	app/main_flow_recovered.o
g_apu_state_00345498	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/apu_alloc_recovered.o
g_bg_bitshift	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/tile_converter_recovered.o
g_bg_blob	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/draw_large_pixel_recovered.o;snes9x/tile_16bit_recovered.o;snes9x/tile_color_math_recovered.o;snes9x/tile_draw_clipped_recovered.o;snes9x/tile_draw_recovered.o;snes9x/tile_large16_recovered.o;snes9x/tile_scaled_remaining_recovered.o;snes9x/tile_x2_recovered.o
g_direct_colour_maps	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/draw_large_pixel_recovered.o;snes9x/tile_16bit_recovered.o;snes9x/tile_color_math_recovered.o;snes9x/tile_draw_clipped_recovered.o;snes9x/tile_draw_recovered.o;snes9x/tile_large16_recovered.o;snes9x/tile_scaled_remaining_recovered.o;snes9x/tile_x2_recovered.o
g_direct_colour_maps_need_rebuild	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/draw_large_pixel_recovered.o;snes9x/tile_16bit_recovered.o;snes9x/tile_color_math_recovered.o;snes9x/tile_draw_clipped_recovered.o;snes9x/tile_draw_recovered.o;snes9x/tile_large16_recovered.o;snes9x/tile_scaled_remaining_recovered.o;snes9x/tile_x2_recovered.o
g_even_high	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/tile_converter_recovered.o;snes9x/tile_lookup_tables_recovered.o
g_even_low	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/tile_converter_recovered.o;snes9x/tile_lookup_tables_recovered.o
g_fillram_0034e2c4	named-program-data	program-data	reserved:program-data.o	program-data	ps2/progress22_more_small_helpers_recovered.o
g_frontend_driver_001bb2c0	named-program-data	program-data	reserved:program-data.o	program-data	ps2/progress11_frontend_recovered.o;ps2/progress22_more_small_helpers_recovered.o
g_frontend_font_001bb748	named-program-data	program-data	reserved:program-data.o	program-data	ps2/progress22_more_small_helpers_recovered.o
g_gfx_blob	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/draw_large_pixel_recovered.o;snes9x/tile_16bit_recovered.o;snes9x/tile_color_math_recovered.o;snes9x/tile_draw_clipped_recovered.o;snes9x/tile_draw_recovered.o;snes9x/tile_large16_recovered.o;snes9x/tile_pixel_helpers_recovered.o;snes9x/tile_scaled_remaining_recovered.o;snes9x/tile_x2_recovered.o
g_head_mask	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/tile_16bit_recovered.o;snes9x/tile_color_math_recovered.o;snes9x/tile_draw_clipped_recovered.o;snes9x/tile_scaled_remaining_recovered.o
g_loaded_rom_path	named-program-data	program-data	reserved:program-data.o	program-data	ps2/path_helpers_recovered.o
g_memory_card_available	named-program-data	program-data	reserved:program-data.o	program-data	app/main_flow_recovered.o
g_memory_state_001c3ab0	named-program-data	program-data	reserved:program-data.o	program-data	ps2/libmtap_recovered.o
g_memory_vram	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/tile_converter_recovered.o
g_odd_high	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/tile_converter_recovered.o;snes9x/tile_lookup_tables_recovered.o
g_odd_low	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/tile_converter_recovered.o;snes9x/tile_lookup_tables_recovered.o
g_p12_memory	named-program-data	program-data	reserved:program-data.o	program-data	ps2/progress12_io_state_recovered.o
g_p12_sdd1_dat_extension	named-program-data	program-data	reserved:program-data.o	program-data	ps2/progress12_io_state_recovered.o
g_p21_state_extension_prefix_001b1348	named-program-data	program-data	reserved:program-data.o	program-data	ps2/progress21_small_helpers_recovered.o
g_p21_toc_anchor_00427010	named-program-data	program-data	reserved:program-data.o	program-data	ps2/progress21_small_helpers_recovered.o
g_screen_colors	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/draw_large_pixel_recovered.o;snes9x/tile_16bit_recovered.o;snes9x/tile_color_math_recovered.o;snes9x/tile_draw_clipped_recovered.o;snes9x/tile_draw_recovered.o;snes9x/tile_large16_recovered.o;snes9x/tile_scaled_remaining_recovered.o;snes9x/tile_x2_recovered.o
g_selected_rom_path	named-program-data	program-data	reserved:program-data.o	program-data	app/main_flow_recovered.o
g_settings_54	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/sram_recovered.o
g_settings_64	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/sram_recovered.o
g_settings_66	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/sram_recovered.o
g_shrink_workspace_recovered	named-program-data	program-data	reserved:program-data.o	program-data	unzip/unshrink_recovered.o
g_special_load_flag	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/sram_recovered.o
g_special_save_enable	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/sram_recovered.o
g_sram	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/sram_recovered.o
g_sram_initial_value	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/sram_recovered.o
g_sram_size	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/sram_recovered.o
g_state_003454e0	named-program-data	program-data	reserved:program-data.o	program-data	ps2/progress22_more_small_helpers_recovered.o
g_tail_mask	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/tile_16bit_recovered.o;snes9x/tile_color_math_recovered.o;snes9x/tile_draw_clipped_recovered.o;snes9x/tile_scaled_remaining_recovered.o
g_tile_cache_state	named-program-data	program-data	reserved:program-data.o	program-data	snes9x/memory_init_recovered.o
g_unz_ops_recovered	named-program-data	program-data	reserved:program-data.o	program-data	unzip/unzip_api_recovered.o
g_zip_io_recovered	named-program-data	program-data	reserved:program-data.o	program-data	unzip/explode_recovered.o;unzip/unreduce_recovered.o;unzip/unshrink_recovered.o
gzopen	zlib-peer	source-or-archive	zlib object family	link-identity	ps2/small_dispatch_recovered.o
iFlushCache_0019cec0	target-address-symbol	source-address-alias	src/ps2/gs_fifo_recovered.c;src/ps2/libkernel_leaf_recovered.c	link-identity	ps2/gs_fifo_recovered.o
iRam00426e2c	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam00426e34	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam00426e38	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam00426e40	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam00426e80	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam00427000	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam00427004	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam00427008	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam00427010	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam0042c764	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam0042c7a4	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam0042c7e4	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam0042e87c	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam0042e880	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam0042e884	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam0043ecc0	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam0043ecc4	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam0043ecc8	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iRam0043eccc	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
iSifSendCmd	named-external	link-contract	reserved:link-contract	link-identity	ps2/sifrpc_recovered.o
inflateEnd_00192784	zlib-peer	source-or-archive	zlib object family	link-identity	zlib/zlib_buffer_api_recovered.o
inflateInit__00192948	zlib-peer	source-or-archive	zlib object family	link-identity	zlib/zlib_buffer_api_recovered.o
inflate_0019296c	zlib-peer	source-or-archive	zlib object family	link-identity	zlib/zlib_buffer_api_recovered.o
isdigit	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress21_small_helpers_recovered.o
isinf	named-external	link-contract	reserved:link-contract	link-identity	ps2/libgcc_runtime_recovered.o
isnan	named-external	link-contract	reserved:link-contract	link-identity	ps2/libgcc_runtime_recovered.o
load_config_00106054	target-address-symbol	source-address-alias	src/app/main_flow_recovered.c;src/ps2/progress11_frontend_recovered.c;src/ps2/progress28_structural_lift_recovered.c	link-identity	app/main_flow_recovered.o
lrintf	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress11_frontend_recovered.o;snes9x/progress13_core_helpers_recovered.o
malloc	c-runtime	historical-archive	newlib/libc	archive-identity	ps2/gcc_fde_runtime_recovered.o;ps2/libsupcxx_rtti_recovered.o;snes9x/apu_alloc_recovered.o;snes9x/memory_init_recovered.o;unzip/explode_recovered.o;unzip/unzip_api_recovered.o;zlib/gzio_recovered.o
mcInit	ps2-runtime	historical-archive	PS2SDK runtime archives	archive-identity	app/main_bootstrap.o
memalign_like_0019e698	target-address-symbol	source-address-alias	src/ps2/gspipe_recovered.c;src/ps2/libkernel_heap_recovered.c;src/ps2/progress22_more_small_helpers_recovered.c;src/ps2/progress28_structural_lift_recovered.c	link-identity	ps2/gspipe_recovered.o
memcmp	c-runtime	historical-archive	newlib/libc	archive-identity	ps2/progress21_small_helpers_recovered.o;ps2/progress27_large_state_cpu_batch_recovered.o
memcpy	c-runtime	historical-archive	newlib/libc	archive-identity	ps2/cdvd_rpc_historical_recovered.o;ps2/fileio_recovered.o;ps2/gcc_fde_runtime_recovered.o;ps2/gcc_unwind_pe_recovered.o;ps2/gs_fifo_recovered.o;ps2/gsfont_recovered.o;ps2/gspipe_recovered.o;ps2/libgcc_runtime_recovered.o;ps2/libmc_recovered.o;ps2/libpad_recovered.o;ps2/loadfile_iop_recovered.o;ps2/newlib_mathfp_recovered.o;ps2/progress12_io_state_recovered.o;ps2/progress13_cpp_eh_recovered.o;ps2/progress15_pad_init_recovered.o;ps2/progress23_audio_helpers_recovered.o;ps2/progress27_large_state_cpu_batch_recovered.o;ps2/sifcmd_recovered.o;snes9x/progress11_core_recovered.o;snes9x/progress13_frontend_more_recovered.o;snes9x/progress13_runtime_more_recovered.o;unzip/explode_recovered.o;unzip/unreduce_recovered.o;zlib/deflate_state_recovered.o;zlib/gzio_recovered.o
memcpy_like_0019c364	target-address-symbol	source-address-alias	src/ps2/gspipe_recovered.c;src/ps2/libkernel_strings_recovered.c;src/ps2/progress28_structural_lift_recovered.c	link-identity	ps2/gspipe_recovered.o
memmove	c-runtime	historical-archive	newlib/libc	archive-identity	ps2/progress26_dsp_runtime_batch_recovered.o;unzip/explode_recovered.o;zlib/deflate_engine_recovered.o;zlib/deflate_state_recovered.o;zlib/infblock_engine_recovered.o;zlib/infblock_frontend_recovered.o;zlib/infutil_recovered.o
memmove_like	named-external	link-contract	reserved:link-contract	link-identity	snes9x/sram_recovered.o
memory_card_setup_0010689c	target-address-symbol	source-address-alias	src/app/main_flow_recovered.c;src/ps2/progress28_structural_lift_recovered.c	link-identity	app/main_flow_recovered.o
memset	c-runtime	historical-archive	newlib/libc	archive-identity	app/main_flow_recovered.o;ps2/gcc_fde_runtime_recovered.o;ps2/libpad_recovered.o;ps2/libsupcxx_rtti_recovered.o;ps2/loadfile_iop_recovered.o;ps2/progress13_cpp_eh_recovered.o;ps2/progress22_more_small_helpers_recovered.o;ps2/progress24_core_helpers_recovered.o;ps2/progress25_small_core_helpers_recovered.o;ps2/progress26_dsp_runtime_batch_recovered.o;ps2/progress27_large_state_cpu_batch_recovered.o;ps2/sifcmd_recovered.o;ps2/small_dispatch_recovered.o;snes9x/memory_init_recovered.o;snes9x/progress11_core_recovered.o;snes9x/progress13_core_helpers_recovered.o;snes9x/progress13_frontend_more_recovered.o;snes9x/progress13_runtime_more_recovered.o;snes9x/sram_recovered.o;unzip/explode_recovered.o;unzip/unreduce_recovered.o;zlib/deflate_engine_recovered.o;zlib/deflate_state_recovered.o;zlib/gzio_recovered.o;zlib/infblock_frontend_recovered.o;zlib/inflate_state_recovered.o;zlib/zlib_buffer_api_recovered.o
operator_new_001a9e88	target-address-symbol	source-address-alias	src/app/main_bootstrap.c;src/ps2/progress13_cpp_eh_recovered.c;src/ps2/progress22_more_small_helpers_recovered.c;src/ps2/progress28_structural_lift_recovered.c	link-identity	ps2/progress22_more_small_helpers_recovered.o
operator_new_u32	named-external	link-contract	reserved:link-contract	link-identity	app/main_bootstrap.o
per_rom_cleanup_00151330	target-address-symbol	source-address-alias	src/app/main_flow_recovered.c;src/ps2/libmtap_recovered.c;src/ps2/progress28_structural_lift_recovered.c;src/snes9x/memory_cleanup_recovered.c;src/snes9x/memory_init_recovered.c	link-identity	ps2/libmtap_recovered.o
printf	c-runtime	historical-archive	newlib/libc	archive-identity	ps2/gspipe_recovered.o
ps2_add_intc_handler_recovered	named-external	link-contract	reserved:link-contract	link-identity	ps2/gsdriver_recovered.o
ps2_bios_syscall_2_recovered	named-external	link-contract	reserved:link-contract	link-identity	ps2/gsdriver_recovered.o
ps2_disable_intc_recovered	named-external	link-contract	reserved:link-contract	link-identity	ps2/gsdriver_recovered.o
ps2_enable_intc_recovered	named-external	link-contract	reserved:link-contract	link-identity	ps2/gsdriver_recovered.o
ps2_gs_put_imr_recovered	named-external	link-contract	reserved:link-contract	link-identity	ps2/gsdriver_recovered.o
ps2_remove_intc_handler_recovered	named-external	link-contract	reserved:link-contract	link-identity	ps2/gsdriver_recovered.o
puRam00426fc4	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
puRam00447754	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
puRam00447758	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
puts	c-runtime	historical-archive	newlib/libc	archive-identity	app/main_bootstrap.o;app/main_flow_recovered.o
restart_embedded_mod_00105d78	target-address-symbol	source-address-alias	src/app/main_flow_recovered.c;src/ps2/progress28_structural_lift_recovered.c;src/ps2/small_dispatch_recovered.c	link-identity	app/main_flow_recovered.o
s_THIS_SCRIPT_WAS_STOLEN_001b6ed0	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress28_structural_lift_recovered.o
sinf	named-external	link-contract	reserved:link-contract	link-identity	snes9x/progress13_core_helpers_recovered.o
snes_data_001b0000	named-external	link-contract	reserved:link-contract	link-identity	ps2/address_leaf_recovered.o
snes_memory_helper_00150f54	target-address-symbol	source-address-alias	src/ps2/progress27_large_state_cpu_batch_recovered.c;src/ps2/progress28_structural_lift_recovered.c;src/snes9x/memory_cleanup_recovered.c	link-identity	snes9x/memory_cleanup_recovered.o
snes_p12_compare_sdd1_entries	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress12_io_state_recovered.o
snes_p12_fio_close	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress12_io_state_recovered.o
snes_p12_fio_open	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress12_io_state_recovered.o
snes_p12_fio_read	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress12_io_state_recovered.o
snes_p12_fio_write	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress12_io_state_recovered.o
snes_p12_get_filename	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress12_io_state_recovered.o
snes_p12_qsort	named-external	link-contract	reserved:link-contract	link-identity	ps2/progress12_io_state_recovered.o
snes_ram_003f4be8	named-external	link-contract	reserved:link-contract	link-identity	ps2/address_leaf_recovered.o
snes_state_0035e2c4	named-external	link-contract	reserved:link-contract	link-identity	ps2/address_leaf_recovered.o
